sample	samples	TP53
TCGA-BA-A4IG-01	TCGA-BA-A4IG-01	11.87
TCGA-CV-7100-01	TCGA-CV-7100-01	11.87
TCGA-ER-A2ND-06	TCGA-ER-A2ND-06	11.87
TCGA-LN-A8I1-01	TCGA-LN-A8I1-01	11.87
TCGA-SJ-A6ZJ-01	TCGA-SJ-A6ZJ-01	11.87
TCGA-XF-A9SM-01	TCGA-XF-A9SM-01	11.87
TCGA-04-1514-01	TCGA-04-1514-01	11.86
TCGA-23-1123-01	TCGA-23-1123-01	11.86
TCGA-24-1842-01	TCGA-24-1842-01	11.86
TCGA-51-4081-01	TCGA-51-4081-01	11.86
TCGA-73-4666-01	TCGA-73-4666-01	11.86
TCGA-A8-A08X-01	TCGA-A8-A08X-01	11.86
TCGA-AA-3514-01	TCGA-AA-3514-01	11.86
TCGA-AG-3582-01	TCGA-AG-3582-01	11.86
TCGA-AG-3609-01	TCGA-AG-3609-01	11.86
TCGA-AX-A064-01	TCGA-AX-A064-01	11.86
TCGA-BS-A0TG-01	TCGA-BS-A0TG-01	11.86
TCGA-CK-5913-01	TCGA-CK-5913-01	11.86
TCGA-D1-A16R-01	TCGA-D1-A16R-01	11.86
TCGA-DX-AB3C-01	TCGA-DX-AB3C-01	11.86
TCGA-EW-A6SB-01	TCGA-EW-A6SB-01	11.86
TCGA-NH-A5IV-01	TCGA-NH-A5IV-01	11.86
TCGA-RQ-A6JB-01	TCGA-RQ-A6JB-01	11.86
TCGA-VS-A954-01	TCGA-VS-A954-01	11.86
TCGA-VS-A9UL-01	TCGA-VS-A9UL-01	11.86
TCGA-21-1082-01	TCGA-21-1082-01	11.85
TCGA-24-1555-01	TCGA-24-1555-01	11.85
TCGA-32-2634-01	TCGA-32-2634-01	11.85
TCGA-36-1581-01	TCGA-36-1581-01	11.85
TCGA-3G-AB0T-01	TCGA-3G-AB0T-01	11.85
TCGA-A5-A0G9-01	TCGA-A5-A0G9-01	11.85
TCGA-AJ-A2QL-01	TCGA-AJ-A2QL-01	11.85
TCGA-BA-5559-01	TCGA-BA-5559-01	11.85
TCGA-CR-7368-01	TCGA-CR-7368-01	11.85
TCGA-D5-6536-01	TCGA-D5-6536-01	11.85
TCGA-D5-6932-01	TCGA-D5-6932-01	11.85
TCGA-FI-A2D0-01	TCGA-FI-A2D0-01	11.85
TCGA-FU-A3TQ-01	TCGA-FU-A3TQ-01	11.85
TCGA-PG-A917-01	TCGA-PG-A917-01	11.85
TCGA-21-1078-01	TCGA-21-1078-01	11.84
TCGA-AB-2938-03	TCGA-AB-2938-03	11.84
TCGA-AX-A2H5-01	TCGA-AX-A2H5-01	11.84
TCGA-B5-A0K6-01	TCGA-B5-A0K6-01	11.84
TCGA-B5-A11P-01	TCGA-B5-A11P-01	11.84
TCGA-BR-4280-01	TCGA-BR-4280-01	11.84
TCGA-D1-A0ZU-01	TCGA-D1-A0ZU-01	11.84
TCGA-EA-A4BA-01	TCGA-EA-A4BA-01	11.84
TCGA-JL-A3YX-01	TCGA-JL-A3YX-01	11.84
TCGA-MQ-A4LP-01	TCGA-MQ-A4LP-01	11.84
TCGA-SN-A84Y-01	TCGA-SN-A84Y-01	11.84
TCGA-V4-A9E8-01	TCGA-V4-A9E8-01	11.84
TCGA-X7-A8D7-01	TCGA-X7-A8D7-01	11.84
TCGA-XM-A8RH-01	TCGA-XM-A8RH-01	11.84
TCGA-66-2793-01	TCGA-66-2793-01	11.83
TCGA-78-7153-01	TCGA-78-7153-01	11.83
TCGA-97-8176-01	TCGA-97-8176-01	11.83
TCGA-AO-A1KR-01	TCGA-AO-A1KR-01	11.83
TCGA-AX-A3FS-01	TCGA-AX-A3FS-01	11.83
TCGA-B5-A11R-01	TCGA-B5-A11R-01	11.83
TCGA-B5-A11U-01	TCGA-B5-A11U-01	11.83
TCGA-CM-5861-01	TCGA-CM-5861-01	11.83
TCGA-D1-A160-01	TCGA-D1-A160-01	11.83
TCGA-D1-A17T-01	TCGA-D1-A17T-01	11.83
TCGA-D1-A1NY-01	TCGA-D1-A1NY-01	11.83
TCGA-EO-A3KU-01	TCGA-EO-A3KU-01	11.83
TCGA-F4-6806-01	TCGA-F4-6806-01	11.83
TCGA-N9-A4Q7-01	TCGA-N9-A4Q7-01	11.83
TCGA-VQ-A94O-01	TCGA-VQ-A94O-01	11.83
TCGA-24-1548-01	TCGA-24-1548-01	11.82
TCGA-2J-AABP-01	TCGA-2J-AABP-01	11.82
TCGA-3P-A9WA-01	TCGA-3P-A9WA-01	11.82
TCGA-AA-3549-01	TCGA-AA-3549-01	11.82
TCGA-AB-2885-03	TCGA-AB-2885-03	11.82
TCGA-AG-3894-01	TCGA-AG-3894-01	11.82
TCGA-AP-A051-01	TCGA-AP-A051-01	11.82
TCGA-AR-A1AJ-01	TCGA-AR-A1AJ-01	11.82
TCGA-CM-6680-01	TCGA-CM-6680-01	11.82
TCGA-CN-A6UY-01	TCGA-CN-A6UY-01	11.82
TCGA-DM-A1D6-01	TCGA-DM-A1D6-01	11.82
TCGA-LN-A7HZ-01	TCGA-LN-A7HZ-01	11.82
TCGA-NK-A5D1-01	TCGA-NK-A5D1-01	11.82
TCGA-P3-A5QE-01	TCGA-P3-A5QE-01	11.82
TCGA-09-1662-01	TCGA-09-1662-01	11.81
TCGA-61-1728-01	TCGA-61-1728-01	11.81
TCGA-61-1998-01	TCGA-61-1998-01	11.81
TCGA-A2-A0D3-01	TCGA-A2-A0D3-01	11.81
TCGA-AN-A0AK-01	TCGA-AN-A0AK-01	11.81
TCGA-AP-A1E0-01	TCGA-AP-A1E0-01	11.81
TCGA-B5-A11S-01	TCGA-B5-A11S-01	11.81
TCGA-D1-A2G5-01	TCGA-D1-A2G5-01	11.81
TCGA-DI-A1BY-01	TCGA-DI-A1BY-01	11.81
TCGA-DY-A1H8-01	TCGA-DY-A1H8-01	11.81
TCGA-EB-A24C-01	TCGA-EB-A24C-01	11.81
TCGA-EO-A2CH-01	TCGA-EO-A2CH-01	11.81
TCGA-EY-A1GD-01	TCGA-EY-A1GD-01	11.81
TCGA-F4-6463-01	TCGA-F4-6463-01	11.81
TCGA-FS-A1Z0-06	TCGA-FS-A1Z0-06	11.81
TCGA-24-1430-01	TCGA-24-1430-01	11.8
TCGA-29-1705-01	TCGA-29-1705-01	11.8
TCGA-4V-A9QW-01	TCGA-4V-A9QW-01	11.8
TCGA-56-6545-01	TCGA-56-6545-01	11.8
TCGA-A6-3810-01	TCGA-A6-3810-01	11.8
TCGA-AG-3885-01	TCGA-AG-3885-01	11.8
TCGA-AH-6903-01	TCGA-AH-6903-01	11.8
TCGA-AJ-A8CW-01	TCGA-AJ-A8CW-01	11.8
TCGA-BG-A0M7-01	TCGA-BG-A0M7-01	11.8
TCGA-BG-A0VV-01	TCGA-BG-A0VV-01	11.8
TCGA-BG-A18A-01	TCGA-BG-A18A-01	11.8
TCGA-BS-A0TA-01	TCGA-BS-A0TA-01	11.8
TCGA-CM-4747-01	TCGA-CM-4747-01	11.8
TCGA-CM-6674-01	TCGA-CM-6674-01	11.8
TCGA-CR-5250-01	TCGA-CR-5250-01	11.8
TCGA-E7-A8O7-01	TCGA-E7-A8O7-01	11.8
TCGA-EK-A2RO-01	TCGA-EK-A2RO-01	11.8
TCGA-FX-A8OO-01	TCGA-FX-A8OO-01	11.8
TCGA-G4-6626-01	TCGA-G4-6626-01	11.8
TCGA-GM-A3XL-01	TCGA-GM-A3XL-01	11.8
TCGA-GU-A764-01	TCGA-GU-A764-01	11.8
TCGA-IG-A5S3-01	TCGA-IG-A5S3-01	11.8
TCGA-PL-A8LY-01	TCGA-PL-A8LY-01	11.8
TCGA-TS-A7P7-01	TCGA-TS-A7P7-01	11.8
TCGA-XM-A8RE-01	TCGA-XM-A8RE-01	11.8
TCGA-ZB-A96A-01	TCGA-ZB-A96A-01	11.8
TCGA-24-1553-01	TCGA-24-1553-01	11.79
TCGA-24-1844-01	TCGA-24-1844-01	11.79
TCGA-4V-A9QU-01	TCGA-4V-A9QU-01	11.79
TCGA-A5-A0GU-01	TCGA-A5-A0GU-01	11.79
TCGA-A6-2682-01	TCGA-A6-2682-01	11.79
TCGA-AP-A05J-01	TCGA-AP-A05J-01	11.79
TCGA-AP-A1DH-01	TCGA-AP-A1DH-01	11.79
TCGA-BG-A0MI-01	TCGA-BG-A0MI-01	11.79
TCGA-CM-4746-01	TCGA-CM-4746-01	11.79
TCGA-CV-7418-01	TCGA-CV-7418-01	11.79
TCGA-E2-A574-01	TCGA-E2-A574-01	11.79
TCGA-E9-A244-01	TCGA-E9-A244-01	11.79
TCGA-EO-A3L0-01	TCGA-EO-A3L0-01	11.79
TCGA-IG-A3I8-01	TCGA-IG-A3I8-01	11.79
TCGA-N7-A4Y8-01	TCGA-N7-A4Y8-01	11.79
TCGA-OY-A56P-01	TCGA-OY-A56P-01	11.79
TCGA-QS-A744-01	TCGA-QS-A744-01	11.79
TCGA-ZC-AAA7-01	TCGA-ZC-AAA7-01	11.79
TCGA-24-2038-01	TCGA-24-2038-01	11.78
TCGA-36-1575-01	TCGA-36-1575-01	11.78
TCGA-4X-A9FC-01	TCGA-4X-A9FC-01	11.78
TCGA-60-2719-01	TCGA-60-2719-01	11.78
TCGA-61-2110-01	TCGA-61-2110-01	11.78
TCGA-A2-A0T5-01	TCGA-A2-A0T5-01	11.78
TCGA-AG-3726-01	TCGA-AG-3726-01	11.78
TCGA-AX-A2H7-01	TCGA-AX-A2H7-01	11.78
TCGA-B5-A0K3-01	TCGA-B5-A0K3-01	11.78
TCGA-BS-A0T9-01	TCGA-BS-A0T9-01	11.78
TCGA-CD-8526-01	TCGA-CD-8526-01	11.78
TCGA-CD-8536-01	TCGA-CD-8536-01	11.78
TCGA-CM-5864-01	TCGA-CM-5864-01	11.78
TCGA-D1-A1NX-01	TCGA-D1-A1NX-01	11.78
TCGA-D7-A6EZ-01	TCGA-D7-A6EZ-01	11.78
TCGA-JW-A5VG-01	TCGA-JW-A5VG-01	11.78
TCGA-XU-AAXY-01	TCGA-XU-AAXY-01	11.78
TCGA-09-1668-01	TCGA-09-1668-01	11.77
TCGA-25-1316-01	TCGA-25-1316-01	11.77
TCGA-29-1710-01	TCGA-29-1710-01	11.77
TCGA-77-A5GA-01	TCGA-77-A5GA-01	11.77
TCGA-AA-A00F-01	TCGA-AA-A00F-01	11.77
TCGA-AF-2687-01	TCGA-AF-2687-01	11.77
TCGA-AG-A015-01	TCGA-AG-A015-01	11.77
TCGA-AR-A0U0-01	TCGA-AR-A0U0-01	11.77
TCGA-BH-A0B3-01	TCGA-BH-A0B3-01	11.77
TCGA-CM-4744-01	TCGA-CM-4744-01	11.77
TCGA-DI-A1C3-01	TCGA-DI-A1C3-01	11.77
TCGA-E2-A14R-01	TCGA-E2-A14R-01	11.77
TCGA-E2-A573-01	TCGA-E2-A573-01	11.77
TCGA-EO-A1Y8-01	TCGA-EO-A1Y8-01	11.77
TCGA-F4-6855-01	TCGA-F4-6855-01	11.77
TCGA-FF-A7CQ-01	TCGA-FF-A7CQ-01	11.77
TCGA-GR-A4D5-01	TCGA-GR-A4D5-01	11.77
TCGA-GR-A4D6-01	TCGA-GR-A4D6-01	11.77
TCGA-TS-A8AI-01	TCGA-TS-A8AI-01	11.77
TCGA-VS-A94W-01	TCGA-VS-A94W-01	11.77
TCGA-ZB-A96V-01	TCGA-ZB-A96V-01	11.77
TCGA-24-1560-01	TCGA-24-1560-01	11.76
TCGA-4B-A93V-01	TCGA-4B-A93V-01	11.76
TCGA-61-2104-01	TCGA-61-2104-01	11.76
TCGA-A8-A09W-01	TCGA-A8-A09W-01	11.76
TCGA-AA-A017-01	TCGA-AA-A017-01	11.76
TCGA-AB-2937-03	TCGA-AB-2937-03	11.76
TCGA-AN-A0FK-01	TCGA-AN-A0FK-01	11.76
TCGA-AZ-4313-01	TCGA-AZ-4313-01	11.76
TCGA-BR-8361-01	TCGA-BR-8361-01	11.76
TCGA-C8-A1HM-01	TCGA-C8-A1HM-01	11.76
TCGA-D1-A3DA-01	TCGA-D1-A3DA-01	11.76
TCGA-EA-A3HQ-01	TCGA-EA-A3HQ-01	11.76
TCGA-EO-A3KX-01	TCGA-EO-A3KX-01	11.76
TCGA-FP-7998-01	TCGA-FP-7998-01	11.76
TCGA-N8-A4PP-01	TCGA-N8-A4PP-01	11.76
TCGA-V4-A9E9-01	TCGA-V4-A9E9-01	11.76
TCGA-ZC-AAAF-01	TCGA-ZC-AAAF-01	11.76
TCGA-13-1411-01	TCGA-13-1411-01	11.75
TCGA-22-5471-01	TCGA-22-5471-01	11.75
TCGA-24-2019-01	TCGA-24-2019-01	11.75
TCGA-77-8148-01	TCGA-77-8148-01	11.75
TCGA-A6-5665-01	TCGA-A6-5665-01	11.75
TCGA-AA-A010-01	TCGA-AA-A010-01	11.75
TCGA-AJ-A3BG-01	TCGA-AJ-A3BG-01	11.75
TCGA-AP-A05D-01	TCGA-AP-A05D-01	11.75
TCGA-AQ-A04J-01	TCGA-AQ-A04J-01	11.75
TCGA-B5-A11Q-01	TCGA-B5-A11Q-01	11.75
TCGA-B5-A1MV-01	TCGA-B5-A1MV-01	11.75
TCGA-CK-6748-01	TCGA-CK-6748-01	11.75
TCGA-CQ-6221-01	TCGA-CQ-6221-01	11.75
TCGA-D1-A165-01	TCGA-D1-A165-01	11.75
TCGA-D6-6827-01	TCGA-D6-6827-01	11.75
TCGA-D8-A147-01	TCGA-D8-A147-01	11.75
TCGA-EY-A1GT-01	TCGA-EY-A1GT-01	11.75
TCGA-FU-A3WB-01	TCGA-FU-A3WB-01	11.75
TCGA-KK-A7AZ-01	TCGA-KK-A7AZ-01	11.75
TCGA-KP-A3W0-01	TCGA-KP-A3W0-01	11.75
TCGA-TN-A7HI-01	TCGA-TN-A7HI-01	11.75
TCGA-X7-A8DB-01	TCGA-X7-A8DB-01	11.75
TCGA-ZN-A9VQ-01	TCGA-ZN-A9VQ-01	11.75
TCGA-10-0936-01	TCGA-10-0936-01	11.74
TCGA-91-6848-01	TCGA-91-6848-01	11.74
TCGA-AA-3841-01	TCGA-AA-3841-01	11.74
TCGA-AG-3878-01	TCGA-AG-3878-01	11.74
TCGA-AG-3901-01	TCGA-AG-3901-01	11.74
TCGA-AX-A1CK-01	TCGA-AX-A1CK-01	11.74
TCGA-BR-6707-01	TCGA-BR-6707-01	11.74
TCGA-C5-A8YT-01	TCGA-C5-A8YT-01	11.74
TCGA-CN-5367-01	TCGA-CN-5367-01	11.74
TCGA-D1-A101-01	TCGA-D1-A101-01	11.74
TCGA-D7-5577-01	TCGA-D7-5577-01	11.74
TCGA-D7-A4YX-01	TCGA-D7-A4YX-01	11.74
TCGA-FL-A1YU-11	TCGA-FL-A1YU-11	11.74
TCGA-GV-A3QH-01	TCGA-GV-A3QH-01	11.74
TCGA-ZF-AA58-01	TCGA-ZF-AA58-01	11.74
TCGA-ZJ-AAXU-01	TCGA-ZJ-AAXU-01	11.74
TCGA-4E-A92E-01	TCGA-4E-A92E-01	11.73
TCGA-61-1738-01	TCGA-61-1738-01	11.73
TCGA-A5-A0RA-01	TCGA-A5-A0RA-01	11.73
TCGA-AA-3989-01	TCGA-AA-3989-01	11.73
TCGA-AA-A022-01	TCGA-AA-A022-01	11.73
TCGA-AG-A00Y-01	TCGA-AG-A00Y-01	11.73
TCGA-B5-A0K1-01	TCGA-B5-A0K1-01	11.73
TCGA-BG-A0VW-01	TCGA-BG-A0VW-01	11.73
TCGA-BR-6455-01	TCGA-BR-6455-01	11.73
TCGA-CK-5914-01	TCGA-CK-5914-01	11.73
TCGA-CN-5366-01	TCGA-CN-5366-01	11.73
TCGA-D1-A1O7-01	TCGA-D1-A1O7-01	11.73
TCGA-F5-6813-01	TCGA-F5-6813-01	11.73
TCGA-FU-A40J-01	TCGA-FU-A40J-01	11.73
TCGA-IH-A3EA-01	TCGA-IH-A3EA-01	11.73
TCGA-IS-A3K8-01	TCGA-IS-A3K8-01	11.73
TCGA-VD-AA8O-01	TCGA-VD-AA8O-01	11.73
TCGA-YZ-A985-01	TCGA-YZ-A985-01	11.73
TCGA-23-1029-01	TCGA-23-1029-01	11.72
TCGA-25-1317-01	TCGA-25-1317-01	11.72
TCGA-25-1635-01	TCGA-25-1635-01	11.72
TCGA-29-1690-01	TCGA-29-1690-01	11.72
TCGA-29-1776-01	TCGA-29-1776-01	11.72
TCGA-3G-AB0O-01	TCGA-3G-AB0O-01	11.72
TCGA-A2-A0CM-01	TCGA-A2-A0CM-01	11.72
TCGA-A5-A0GJ-01	TCGA-A5-A0GJ-01	11.72
TCGA-AA-3831-01	TCGA-AA-3831-01	11.72
TCGA-AP-A1DP-01	TCGA-AP-A1DP-01	11.72
TCGA-AX-A2HA-01	TCGA-AX-A2HA-01	11.72
TCGA-BH-A0BT-01	TCGA-BH-A0BT-01	11.72
TCGA-BH-A18G-01	TCGA-BH-A18G-01	11.72
TCGA-D1-A17R-01	TCGA-D1-A17R-01	11.72
TCGA-DK-A6B0-01	TCGA-DK-A6B0-01	11.72
TCGA-DM-A0X9-01	TCGA-DM-A0X9-01	11.72
TCGA-EB-A42Y-01	TCGA-EB-A42Y-01	11.72
TCGA-EE-A2MP-06	TCGA-EE-A2MP-06	11.72
TCGA-EO-A3AY-01	TCGA-EO-A3AY-01	11.72
TCGA-G8-6907-01	TCGA-G8-6907-01	11.72
TCGA-JW-A852-01	TCGA-JW-A852-01	11.72
TCGA-LP-A5U2-01	TCGA-LP-A5U2-01	11.72
TCGA-WA-A7GZ-01	TCGA-WA-A7GZ-01	11.72
TCGA-XF-AAN7-01	TCGA-XF-AAN7-01	11.72
TCGA-ZB-A96G-01	TCGA-ZB-A96G-01	11.72
TCGA-13-2060-01	TCGA-13-2060-01	11.71
TCGA-26-5136-01	TCGA-26-5136-01	11.71
TCGA-29-1699-01	TCGA-29-1699-01	11.71
TCGA-34-5928-01	TCGA-34-5928-01	11.71
TCGA-92-8063-01	TCGA-92-8063-01	11.71
TCGA-AP-A1DM-01	TCGA-AP-A1DM-01	11.71
TCGA-AX-A0IZ-01	TCGA-AX-A0IZ-01	11.71
TCGA-B5-A0JR-01	TCGA-B5-A0JR-01	11.71
TCGA-B5-A0K2-01	TCGA-B5-A0K2-01	11.71
TCGA-B5-A3F9-01	TCGA-B5-A3F9-01	11.71
TCGA-BS-A0TD-01	TCGA-BS-A0TD-01	11.71
TCGA-DC-6682-01	TCGA-DC-6682-01	11.71
TCGA-EB-A57M-01	TCGA-EB-A57M-01	11.71
TCGA-G4-6304-01	TCGA-G4-6304-01	11.71
TCGA-GS-A9TY-01	TCGA-GS-A9TY-01	11.71
TCGA-LN-A4A8-01	TCGA-LN-A4A8-01	11.71
TCGA-N5-A59F-01	TCGA-N5-A59F-01	11.71
TCGA-UB-A7MA-01	TCGA-UB-A7MA-01	11.71
TCGA-WR-A838-01	TCGA-WR-A838-01	11.71
TCGA-Z6-A8JD-01	TCGA-Z6-A8JD-01	11.71
TCGA-13-0893-01	TCGA-13-0893-01	11.7
TCGA-14-0787-01	TCGA-14-0787-01	11.7
TCGA-24-1417-01	TCGA-24-1417-01	11.7
TCGA-24-1847-01	TCGA-24-1847-01	11.7
TCGA-59-2363-01	TCGA-59-2363-01	11.7
TCGA-5M-AAT6-01	TCGA-5M-AAT6-01	11.7
TCGA-A5-A0GD-01	TCGA-A5-A0GD-01	11.7
TCGA-AB-2847-03	TCGA-AB-2847-03	11.7
TCGA-AG-3599-01	TCGA-AG-3599-01	11.7
TCGA-AP-A1DQ-01	TCGA-AP-A1DQ-01	11.7
TCGA-BG-A0VT-01	TCGA-BG-A0VT-01	11.7
TCGA-CM-5862-01	TCGA-CM-5862-01	11.7
TCGA-CV-7446-01	TCGA-CV-7446-01	11.7
TCGA-D8-A13Z-01	TCGA-D8-A13Z-01	11.7
TCGA-DG-A2KH-01	TCGA-DG-A2KH-01	11.7
TCGA-DQ-7593-01	TCGA-DQ-7593-01	11.7
TCGA-E6-A2P9-01	TCGA-E6-A2P9-01	11.7
TCGA-HT-7477-01	TCGA-HT-7477-01	11.7
TCGA-XU-A92W-01	TCGA-XU-A92W-01	11.7
TCGA-05-4405-01	TCGA-05-4405-01	11.69
TCGA-25-1323-01	TCGA-25-1323-01	11.69
TCGA-25-2409-01	TCGA-25-2409-01	11.69
TCGA-2G-AAFJ-01	TCGA-2G-AAFJ-01	11.69
TCGA-56-1622-01	TCGA-56-1622-01	11.69
TCGA-56-8201-01	TCGA-56-8201-01	11.69
TCGA-5B-A90C-01	TCGA-5B-A90C-01	11.69
TCGA-85-8580-01	TCGA-85-8580-01	11.69
TCGA-A5-A0R9-01	TCGA-A5-A0R9-01	11.69
TCGA-AJ-A3IA-01	TCGA-AJ-A3IA-01	11.69
TCGA-AU-6004-01	TCGA-AU-6004-01	11.69
TCGA-D1-A17F-01	TCGA-D1-A17F-01	11.69
TCGA-D3-A51R-06	TCGA-D3-A51R-06	11.69
TCGA-D5-6529-01	TCGA-D5-6529-01	11.69
TCGA-DS-A0VK-01	TCGA-DS-A0VK-01	11.69
TCGA-E6-A2P8-01	TCGA-E6-A2P8-01	11.69
TCGA-EE-A29P-06	TCGA-EE-A29P-06	11.69
TCGA-EF-5831-01	TCGA-EF-5831-01	11.69
TCGA-EO-A22T-01	TCGA-EO-A22T-01	11.69
TCGA-FD-A43P-01	TCGA-FD-A43P-01	11.69
TCGA-FS-A1Z3-06	TCGA-FS-A1Z3-06	11.69
TCGA-X7-A8DD-01	TCGA-X7-A8DD-01	11.69
TCGA-XU-AAY1-01	TCGA-XU-AAY1-01	11.69
TCGA-YF-AA3M-01	TCGA-YF-AA3M-01	11.69
TCGA-ZB-A96O-01	TCGA-ZB-A96O-01	11.69
TCGA-ZC-AAAH-01	TCGA-ZC-AAAH-01	11.69
TCGA-09-0367-01	TCGA-09-0367-01	11.68
TCGA-24-1567-01	TCGA-24-1567-01	11.68
TCGA-33-4579-01	TCGA-33-4579-01	11.68
TCGA-AH-6544-01	TCGA-AH-6544-01	11.68
TCGA-B6-A0RT-01	TCGA-B6-A0RT-01	11.68
TCGA-BR-4357-01	TCGA-BR-4357-01	11.68
TCGA-BS-A0WQ-01	TCGA-BS-A0WQ-01	11.68
TCGA-CF-A47Y-01	TCGA-CF-A47Y-01	11.68
TCGA-CG-5720-01	TCGA-CG-5720-01	11.68
TCGA-EB-A4OY-01	TCGA-EB-A4OY-01	11.68
TCGA-GU-A763-01	TCGA-GU-A763-01	11.68
TCGA-K4-A5RH-01	TCGA-K4-A5RH-01	11.68
TCGA-LK-A4O6-01	TCGA-LK-A4O6-01	11.68
TCGA-LK-A4O7-01	TCGA-LK-A4O7-01	11.68
TCGA-LN-A7HW-01	TCGA-LN-A7HW-01	11.68
TCGA-QC-A7B5-01	TCGA-QC-A7B5-01	11.68
TCGA-V4-A9EM-01	TCGA-V4-A9EM-01	11.68
TCGA-X7-A8D7-11	TCGA-X7-A8D7-11	11.68
TCGA-X7-A8M4-01	TCGA-X7-A8M4-01	11.68
TCGA-ZJ-AAXJ-01	TCGA-ZJ-AAXJ-01	11.68
TCGA-33-AASI-01	TCGA-33-AASI-01	11.67
TCGA-39-5011-01	TCGA-39-5011-01	11.67
TCGA-4Z-AA87-01	TCGA-4Z-AA87-01	11.67
TCGA-61-1919-01	TCGA-61-1919-01	11.67
TCGA-77-7142-01	TCGA-77-7142-01	11.67
TCGA-A2-A0ST-01	TCGA-A2-A0ST-01	11.67
TCGA-A5-A0R6-01	TCGA-A5-A0R6-01	11.67
TCGA-AA-3966-01	TCGA-AA-3966-01	11.67
TCGA-AD-6899-01	TCGA-AD-6899-01	11.67
TCGA-BR-8363-01	TCGA-BR-8363-01	11.67
TCGA-CD-8531-01	TCGA-CD-8531-01	11.67
TCGA-D1-A103-01	TCGA-D1-A103-01	11.67
TCGA-D1-A162-01	TCGA-D1-A162-01	11.67
TCGA-D1-A16F-01	TCGA-D1-A16F-01	11.67
TCGA-D5-6930-01	TCGA-D5-6930-01	11.67
TCGA-FI-A2F9-01	TCGA-FI-A2F9-01	11.67
TCGA-MQ-A4LV-01	TCGA-MQ-A4LV-01	11.67
TCGA-24-2033-01	TCGA-24-2033-01	11.66
TCGA-29-2425-01	TCGA-29-2425-01	11.66
TCGA-2G-AAFN-01	TCGA-2G-AAFN-01	11.66
TCGA-4Z-AA84-01	TCGA-4Z-AA84-01	11.66
TCGA-85-6561-01	TCGA-85-6561-01	11.66
TCGA-BT-A20V-01	TCGA-BT-A20V-01	11.66
TCGA-CK-6751-01	TCGA-CK-6751-01	11.66
TCGA-D7-A74A-01	TCGA-D7-A74A-01	11.66
TCGA-DX-A8BL-01	TCGA-DX-A8BL-01	11.66
TCGA-E7-A5KF-01	TCGA-E7-A5KF-01	11.66
TCGA-E9-A249-01	TCGA-E9-A249-01	11.66
TCGA-G4-6320-01	TCGA-G4-6320-01	11.66
TCGA-RQ-A68N-01	TCGA-RQ-A68N-01	11.66
TCGA-TS-A7OZ-01	TCGA-TS-A7OZ-01	11.66
TCGA-VQ-A8P2-01	TCGA-VQ-A8P2-01	11.66
TCGA-20-1685-01	TCGA-20-1685-01	11.65
TCGA-28-5208-01	TCGA-28-5208-01	11.65
TCGA-2G-AALP-01	TCGA-2G-AALP-01	11.65
TCGA-66-2756-01	TCGA-66-2756-01	11.65
TCGA-AO-A0J2-01	TCGA-AO-A0J2-01	11.65
TCGA-AX-A1CI-01	TCGA-AX-A1CI-01	11.65
TCGA-AX-A3G3-01	TCGA-AX-A3G3-01	11.65
TCGA-B5-A0JY-01	TCGA-B5-A0JY-01	11.65
TCGA-B5-A121-01	TCGA-B5-A121-01	11.65
TCGA-BG-A2L7-01	TCGA-BG-A2L7-01	11.65
TCGA-BH-A0DG-01	TCGA-BH-A0DG-01	11.65
TCGA-BK-A0CA-01	TCGA-BK-A0CA-01	11.65
TCGA-CD-A48C-01	TCGA-CD-A48C-01	11.65
TCGA-CN-A6V7-01	TCGA-CN-A6V7-01	11.65
TCGA-DC-6683-01	TCGA-DC-6683-01	11.65
TCGA-DK-A6B2-01	TCGA-DK-A6B2-01	11.65
TCGA-E9-A1ND-01	TCGA-E9-A1ND-01	11.65
TCGA-EY-A1GK-01	TCGA-EY-A1GK-01	11.65
TCGA-FI-A2D5-01	TCGA-FI-A2D5-01	11.65
TCGA-G4-6307-01	TCGA-G4-6307-01	11.65
TCGA-GD-A76B-01	TCGA-GD-A76B-01	11.65
TCGA-JV-A5VF-01	TCGA-JV-A5VF-01	11.65
TCGA-NG-A4VW-01	TCGA-NG-A4VW-01	11.65
TCGA-V4-A9ES-01	TCGA-V4-A9ES-01	11.65
TCGA-36-1571-01	TCGA-36-1571-01	11.64
TCGA-A6-2672-01	TCGA-A6-2672-01	11.64
TCGA-AA-3864-01	TCGA-AA-3864-01	11.64
TCGA-AA-3994-01	TCGA-AA-3994-01	11.64
TCGA-AP-A054-01	TCGA-AP-A054-01	11.64
TCGA-AX-A2HC-01	TCGA-AX-A2HC-01	11.64
TCGA-B5-A0K7-01	TCGA-B5-A0K7-01	11.64
TCGA-B5-A1MX-01	TCGA-B5-A1MX-01	11.64
TCGA-C4-A0F7-01	TCGA-C4-A0F7-01	11.64
TCGA-CR-6480-01	TCGA-CR-6480-01	11.64
TCGA-CV-7243-01	TCGA-CV-7243-01	11.64
TCGA-D1-A161-01	TCGA-D1-A161-01	11.64
TCGA-DA-A1IA-06	TCGA-DA-A1IA-06	11.64
TCGA-DM-A28C-01	TCGA-DM-A28C-01	11.64
TCGA-EY-A1H0-01	TCGA-EY-A1H0-01	11.64
TCGA-S9-A7J0-01	TCGA-S9-A7J0-01	11.64
TCGA-UY-A9PD-01	TCGA-UY-A9PD-01	11.64
